EIN,Name,City,Classification Code,Name_Length,Name_Word_Count,city_freq,state_freq,city_freq_log,state_freq_log,State_CA,State_DC,State_FL,State_MA,State_MD,State_ME,State_NH,State_NJ,State_NY,State_SC,State_TX,State_VT,Class_Prefix_GR,Class_Prefix_PC,Class_Prefix_PF,Class_Prefix_PO,Class_Prefix_SO,Class_Prefix_UN,Name_Length_Bin_long,Name_Length_Bin_medium
10347213,Dance in Maine,Orrs Island,PC,14,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10317698,Calais Methodist Home Inc.,Calais,PC,26,4,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10242095,Robert W Traip Trust,Kittery,SOUNK,20,4,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
10227184,Androscoggin Home Health Services Inc.,Lewiston,PC,38,5,0.3608030618598137,0.2481267638050747,0.9925021689866312,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10319802,Spurwink Services Incorporated,Portland,PC,30,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10315296,Avesta Housing Development Corporation,Portland,PC,38,4,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10317103,Seniorsplus,Lewiston,PC,11,1,0.3608030618598137,0.2481267638050747,0.9925021689866312,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10222130,Fairview Hospital Inc.,Skowhegan,PC,22,3,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10214019,Ogunquit Memorial Library,Ogunquit,PC,25,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10244457,New England Electric Railway Historical Society,Kennebunkport,PC,47,6,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10223755,Berwick Academy Trustees,South Berwick,PC,24,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10267492,Portland Chevra Kadisha A Maine Nonprofit Corp - T13-B,Portland,PC,54,9,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10348331,Chocolate Church Arts Center,Bath,PC,28,4,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10145133,Prouts Neck Association,Scarborough,PC,23,3,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10340868,Buckfield Rescue Unit Inc.,Buckfield,PC,26,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10140283,Pine Grove Cemetery Association,Brunswick,EO,31,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
852649,Bethany Presbyterian Church,Brookline,PC,27,3,-0.5920219254460324,-3.9840190891673744,-1.0348499941084262,-3.2284673584027197,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2237333,Lincoln Loan Fund,Fayetteville,SOUNK,17,3,-0.5920219254460324,-4.0666423270779,-1.0348499941084262,-4.80386466751719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True
10248064,Camden Area Senior Assistance,Camden,POF,29,4,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
10270233,Blue Hill Society for Aid to Children Inc.,Blue Hill,PC,42,8,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10272879,Skills Inc.,Saint Albans,PC,11,2,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10202467,Mount Desert Island Biological Laboratory,Salsbury Cove,PC,41,5,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211545,Portland Seamens Friend Society,Windham,POF,31,4,-0.433217760895058,0.2481267638050747,-0.3126925828149715,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
10344382,Coopers Mills Volunteer Fire Department,Coopers Mills,PC,39,5,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10085716,Hancock County Agricultural Society,Blue Hill,PC,35,4,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10227281,William Fogg Public Library,Eliot,PC,27,4,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10342762,Androscoggin Historical Society,Lewiston,PC,31,3,0.3608030618598137,0.2481267638050747,0.9925021689866312,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10327007,Bethel Historical Society,Bethel,PC,25,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211777,Abbe Museum,Bar Harbor,PC,11,2,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
635913,Ministerio Apostolico Jesucristo Es El Senor Inc.,Lawrence,PC,49,7,-0.5920219254460324,-3.9840190891673744,-1.0348499941084262,-3.2284673584027197,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10285906,For Developmental Resources,Portland,PF,27,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10276859,Aroostook Mental Health Services Inc.,Presque Isle,PC,37,5,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10245341,Cornelia Warren Community Assn Inc.,Vero Beach,PC,35,5,-0.5920219254460324,-4.0666423270779,-1.0348499941084262,-4.80386466751719,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10344605,Waterville Area Boys & Girls Club,Waterville,PC,33,6,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10328376,Eastern Agency on Aging,Brewer,PC,23,4,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211565,Waynflete School,Portland,PC,16,2,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10315847,Halfway House Inc.,Portland,PC,18,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10327860,Childrens Nursery School,Portland,PC,24,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10213361,Rockland District Nursing Assn Inc.,Rockland,PC,35,5,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10319131,Sigma Delta Pi,Charleston,PC,14,3,-0.5920219254460324,-4.0666423270779,-1.0348499941084262,-4.80386466751719,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True
10213987,Wardwell Home for the Aging,Saco,POF,27,5,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
10024907,Bar Harbor Village Improvement Association,Bar Harbor,POF,42,5,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
10346613,Northeast Occupational Exchange Inc.,Bangor,PC,36,4,1.2342259668901727,0.2481267638050747,1.59658775902492,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10339251,Stonington Public Library,Stonington,PC,25,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
587764,Iglesia Bethesda Inc.,Lowell,PC,21,3,-0.5920219254460324,-3.9840190891673744,-1.0348499941084262,-3.2284673584027197,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10315000,Portland Electrical Joint Apprenticeship & Training Fund,Lewiston,PC,56,7,0.3608030618598137,0.2481267638050747,0.9925021689866312,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10262260,Bridge Academy,Dresden,PC,14,2,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211798,Mount Desert Nursing Association,Ne Harbor,PC,32,4,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10217639,Wayfinder Schools,Camden,PC,17,2,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211807,Sweetser,Saco,PC,8,1,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10340111,East Millinocket Housing Corp,E Millinocket,PC,29,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10095329,Improved Order of Redmen of Maine,Sebago,"EO,GROUP,LODGE",33,6,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10017496,Agamenticus Yacht Club of York,York Harbor,PC,30,5,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10205722,Brookside Cemetery Association Inc.,Mount Desert,EO,35,4,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10315849,Aroostook County Action Program Inc.,Presque Isle,PC,36,5,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10219829,Sarah Frye Home,Auburn,PC,15,3,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10215915,Hancock County Trustees of Public Reservations,Ellsworth,PC,46,6,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10224532,Friend Memorial Public Library Inc.,Brooklin,PC,35,5,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10219126,Lincoln Academy,Newcastle,PC,15,2,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10237303,Riverside Cemetery Association,Lewiston,EO,30,3,0.3608030618598137,0.2481267638050747,0.9925021689866312,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10342596,Bar Harbor Historical Society Inc.,Bar Harbor,PC,34,5,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10345862,Project Feed,Portland,PC,12,2,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10226346,Deborah Lincoln House,Belfast,POF,21,3,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
10205005,Martin-Klein American Legion Post 133,Fort Kent,EO,37,5,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10271579,Southwest Harbor-Tremont Nursing Service Inc.,Southwest Hbr,PC,45,5,-0.433217760895058,0.2481267638050747,-0.3126925828149715,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211569,YWCA of Mount Desert Island,Bar Harbor,PC,27,5,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10275875,McH Inc.,Rockland,PC,8,2,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False
10346448,Mount Desert Isle Chapter of the National Society of the Daughters,Ne Harbor,PC,66,11,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10278395,Woodfords Family Service,Westbrook,PC,24,3,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10287022,Theater at Monmouth,Monmouth,PC,19,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10221136,Maine Parent Teacher Association Inc.,Windham,GROUP,37,5,-0.433217760895058,0.2481267638050747,-0.3126925828149715,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False
10345491,Andover Historical Society,Andover,PC,26,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10215919,Junior League of Portland Maine Inc.,Portland,PC,36,6,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10275026,Belfast Curling Club Inc.,Belfast,PC,25,4,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10282849,Kittery Art Association,Kittery,PC,23,3,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10345031,Goodnews Bible Church Inc.,Poland,PC,26,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10215686,Rice Public Library,Kittery,PC,19,3,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211538,Camp O-At-Ka Inc.,Sebago,PC,17,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10246665,Ervin A Center Memorial Clinic Hospital,Steep Falls,PC,39,6,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10216837,Maine Seacoast Mission,Ne Harbor,PC,22,3,-0.3538156786195708,0.2481267638050747,-0.0802098231884803,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10286639,Glad Tidings Church,Bangor,PC,19,3,1.2342259668901727,0.2481267638050747,1.59658775902492,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10015091,Hanover Soccer Club Inc.,Cedar Knolls,PC,24,4,-0.5920219254460324,-4.048281607542227,-1.0348499941084262,-4.163311257869088,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
10265559,Kennebec Valley Mental Health Center,Waterville,PC,36,5,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10267877,Kennebunk Beach Improvement Association,Kennebunk,PC,39,4,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10228262,Northeast Hearing & Speech Center Inc.,Portland,PC,38,6,2.901669694675403,0.2481267638050747,2.2318737979032623,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10222218,Hattie A & Fred C Lynam Trust 64,Concord,PF,32,8,-0.5920219254460324,-4.057461967310063,-1.0348499941084262,-4.429164943163973,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False
10211500,Dyer Library Association,Saco,PC,24,3,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211483,Community Health and Counseling Services,Bangor,PC,40,5,1.2342259668901727,0.2481267638050747,1.59658775902492,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10245261,Erskine Academy,China,PC,15,2,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10212442,Pine Tree Society Inc.,Bath,PC,22,4,0.043194732757865,0.2481267638050747,0.6419475881049745,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10275156,Western Maine Community Action Inc.,East Wilton,PC,35,5,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10322290,Heritage Vivant-Living Heritage,Van Buren,PC,31,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211537,Oak Grove School,E Vassalboro,PF,16,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
10285920,East Grand Health Center Inc.,Danforth,PC,29,5,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10278132,Howard Hill Cemetery Corp,Ltl Deer is,EO,25,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10224898,Hebron Academy Incorporated,Hebron,PC,27,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10287624,H O M E Inc.,Orland,PC,12,5,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10282632,Bangor Half-Way House Inc.,Bangor,PC,26,4,1.2342259668901727,0.2481267638050747,1.59658775902492,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10331517,Square and Compass Club,Warren,"EO,LODGE",23,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10339851,Regional Transportation Program Inc.,Westbrook,PC,36,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10221132,D A Hurd Public Library Assoc,North Berwick,PC,29,6,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10343988,South Hope Community Church & Christian School Inc.,Hope,PC,51,8,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10263507,Central Aroostook Association,Presque Isle,PC,29,3,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10191822,Department of Maine Veterans of Foreign Wars of the United States,Rumford,"EO,GROUP",65,11,-0.2744135963440836,0.2481267638050747,0.1097424224095641,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10287586,Cushing Historical Society,Cushing,PC,26,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.245389214790446,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
