EIN,Name,City,Classification Code,Name_Length,Name_Word_Count,city_freq,state_freq,city_freq_log,state_freq_log,State_CA,State_DC,State_FL,State_MA,State_MD,State_ME,State_NH,State_NJ,State_NY,State_SC,State_TX,State_VT,Class_Prefix_GR,Class_Prefix_PC,Class_Prefix_PF,Class_Prefix_PO,Class_Prefix_SO,Class_Prefix_UN,Name_Length_Bin_medium,Name_Length_Bin_long
2237333,Lincoln Loan Fund,Fayetteville,SOUNK,17,3,-0.5920219254460324,-4.0666423270779,-1.0348499941084262,-4.80386466751719,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
2293921,Lockman Foundation,La Habra,PC,18,2,-0.5920219254460324,-4.039101247774391,-1.0348499941084262,-3.9570991190274705,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2296179,Religious Science Church Center of San Diego,San Diego,PC,44,7,-0.5920219254460324,-4.039101247774391,-1.0348499941084262,-3.9570991190274705,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2296211,Assistance League of Ventura County,Ventura,PC,35,5,-0.5920219254460324,-4.039101247774391,-1.0348499941084262,-3.9570991190274705,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
7764840,Tri-County Lighthouse Baptist Church & Ministries Inc.,Deerfield St.,PC,54,7,-0.5920219254460324,-4.048281607542227,-1.0348499941084262,-4.163311257869088,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True
10002847,Hulls Cove Neighborhood Association,Mount Desert,PC,35,4,-0.3538156786195708,0.2481267638050747,-0.08020982318848038,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10011694,Massachusetts Moderators Association Inc.,Haverhill,PC,41,4,-0.5920219254460324,-3.9840190891673744,-1.0348499941084262,-3.2284673584027193,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10015091,Hanover Soccer Club Inc.,Cedar Knolls,PC,24,4,-0.5920219254460324,-4.048281607542227,-1.0348499941084262,-4.163311257869088,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False
10017496,Agamenticus Yacht Club of York,York Harbor,PC,30,5,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10019705,Ancient Free & Accepted Masons of Maine Grand Lodge,Holden,"EO,GROUP,LODGE",51,9,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10019709,Ancient Free & Accepted Masons of Maine,Houlton,"EO,LODGE",39,7,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10024155,Bangor Band,Bangor,PC,11,2,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10024645,Bangor Symphony Orchestra,Bangor,PC,25,3,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10024907,Bar Harbor Village Improvement Association,Bar Harbor,POF,42,5,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
10028850,Berwick Cemetery Association Inc.,Berwick,EO,33,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10060379,Healing and Deliverance Ministry Inc.,Clarksburg,PC,37,5,-0.5920219254460324,-4.0666423270779,-1.0348499941084262,-4.80386466751719,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10085716,Hancock County Agricultural Society,Blue Hill,PC,35,4,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10092600,Hope Cemetery Corporation,Kennebunk,EO,25,3,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10095329,Improved Order of Redmen of Maine,Sebago,"EO,GROUP,LODGE",33,6,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10102346,Knights of Pythias of Maine Grand Lodge,Otis,"EO,GROUP,LODGE",39,7,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10104905,Laurel Hill Cemetery Association,Saco,EO,32,4,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10104976,Saint Andrew Church,Los Alamitos,PC,19,3,-0.5920219254460324,-4.039101247774391,-1.0348499941084262,-3.9570991190274705,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10114721,Mechanic Falls Maple Grove Cemetery Inc.,Norway,EO,40,6,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10124810,Mt. Hope Cemetery Corp,Bangor,EO,22,4,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10124841,Mt. Pleasant Cemetery Corp,S Portland,EO,26,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10130065,North Auburn Cemetery Association Inc.,Auburn,EO,38,5,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10130427,Bridgton Hospital,Bridgton,PC,17,2,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10130865,Norway Pine Grove Cemetery Corp,Norway,EO,31,5,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10131335,Oak Grove Cemetery Asso,Gardiner,EO,23,4,-0.3538156786195708,0.2481267638050747,-0.08020982318848038,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10131950,Plant Memorial Home,Bath,POF,19,3,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
10132610,Orchard Grove Cemetery Association,Kittery,EO,34,4,-0.3538156786195708,0.2481267638050747,-0.08020982318848038,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10132625,Order of the Eastern Star of Maine,Gardiner,"EO,GROUP,LODGE",34,7,-0.3538156786195708,0.2481267638050747,-0.08020982318848038,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10133442,Oxford County Agricultural Society,Norway,PC,34,4,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10140283,Pine Grove Cemetery Association,Brunswick,EO,31,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10140290,Pine Grove Cemetery Corp,Falmouth,EO,24,4,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10140295,Pine Grove Cemetery of Poland Maine Inc.,Mechanic Fls,EO,40,7,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10142590,The Portland Club,Portland,PC,17,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10145133,Prouts Neck Association,Scarborough,PC,23,3,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10147000,Rangeley Library Association,Rangeley,PC,28,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10149980,South Paris Riverside Cemetery,South Paris,EO,30,4,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10149981,Riverside Cemetery Association of Brunswick Maine,Brunswick,EO,49,6,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10153128,Greater Rumford Community Center,Rumford,PC,32,4,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10173095,Trefethen Evergreen Improvement,Peaks Island,PC,31,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10174648,Order of the Eastern Star of New Hampshire Grand Chapter,Nashua,"EO,GROUP,LODGE",56,10,-0.5920219254460324,-4.057461967310063,-1.0348499941084262,-4.429164943163973,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
10180531,West Oxford Agricultural Society,Bridgton,PC,32,4,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10180687,Windsor Improvement Corporation,Windsor,PC,31,3,-0.5920219254460324,-4.0666423270779,-1.0348499941084262,-4.80386466751719,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True
10186800,Young Mens Christian Association State of Maine,Winthrop,PC,47,7,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10187940,Rockland Cemetery Association,Rockland,EO,29,3,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10191550,Northern Maine Fair Association,Presque Isle,PC,31,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10191822,Department of Maine Veterans of Foreign Wars of the United States,Rumford,"EO,GROUP",65,11,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10191953,Cumberland Cemetery Association,Cumberland,EO,31,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10196359,Iris Network,Portland,PC,12,2,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10198331,Maine Coast Regional Health Facili Dba Northern Light Maine Coast Hos,Ellsworth,PC,69,11,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10199433,The Portland Players Inc.,S Portland,PC,25,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10199596,Womens Board of the Maine Medical Center,Portland,SOUNK,40,7,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
10202467,Mount Desert Island Biological Laboratory,Salsbury Cove,PC,41,5,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10205005,Martin-Klein American Legion Post 133,Fort Kent,EO,37,5,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10205019,Riverside Cemetery Corporation,Ft Fairfield,EO,30,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10205722,Brookside Cemetery Association Inc.,Mount Desert,EO,35,4,-0.3538156786195708,0.2481267638050747,-0.08020982318848038,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True
10207022,Fairmount Cemetery Assoc,Presque Isle,EO,24,3,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10207025,Green Lawn Rest Association,Clinton,EO,27,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False
10207716,Victoria Mansion,Portland,PC,16,2,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211476,The Chapman House,Auburn,PC,17,3,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211478,Heart of Maine United Way,Bangor,PC,25,5,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211481,Bangor Childrens Home,Bangor,PC,21,3,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211483,Community Health and Counseling Services,Bangor,PC,40,5,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211484,Bangor Theological Seminary,Portland,POF,27,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,True,False
10211485,Bangor Young Mens Christian Association,Bangor,PC,39,5,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211486,Mt. Desert Island YMCA,Bar Harbor,PC,22,4,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211487,Bible Society of Maine,Westbrook,PC,22,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211488,Trustees of Bloomfield Academy,Skowhegan,PC,30,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211494,Central Maine Medical Center,Lewiston,PC,28,4,0.36080306185981376,0.2481267638050747,0.9925021689866311,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211497,President & Trustees of Colby College,Waterville,PC,37,6,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211500,Dyer Library Association,Saco,PC,24,3,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211502,Eastport Public Library Association,Eastport,PC,35,4,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211504,Eunice Frye Home,Portland,PF,16,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
10211505,The Trustees of Fryeburg Academy,Fryeburg,PC,32,5,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211507,Good Samaritan Agency,Bangor,PC,21,3,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211508,Good Will Home Association,Hinckley,PC,26,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211509,Gould Academy,Bethel,PC,13,2,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211512,Home for the Aged,Portland,PC,17,4,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211513,Jackson Laboratory,Bar Harbor,PC,18,2,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211515,Jewish Community Council of Bangor,Bangor,PC,34,5,1.2342259668901727,0.2481267638050747,1.59658775902492,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211517,Cedars Nursing Care Center Inc.,Portland,PC,31,5,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211526,Maine Council of Churches,Portland,PC,25,4,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211530,Maine Historical Society,Portland,PC,24,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211532,Kents Hill School,Kents Hill,PC,17,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211533,McArthur Library Association,Biddeford,PC,28,3,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211534,Mercy Hospital,Brewer,PC,14,2,-0.3538156786195708,0.2481267638050747,-0.08020982318848038,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211536,North Yarmouth Academy,Yarmouth,PC,22,3,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211537,Oak Grove School,E Vassalboro,PF,16,3,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
10211538,Camp O-At-Ka Inc.,Sebago,PC,17,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211539,Patten Free Library,Bath,PC,19,3,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211542,Catherine Morrill Day Nursery,Portland,PC,29,4,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211543,Boys & Girls Clubs of Southern Maine,Portland,PC,36,7,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211545,Portland Seamens Friend Society,Windham,POF,31,4,-0.43321776089505803,0.2481267638050747,-0.31269258281497153,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True
10211546,Community Health & Nursing Services,Brunswick,PC,35,5,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211547,Redington Memorial Home,Skowhegan,PF,23,3,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
10211548,Redington Memorial Hospital Association,Skowhegan,SOUNK,39,4,-0.1156094317931093,0.2481267638050747,0.4094648284784829,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True
10211551,St. Marys Regional Medical Center,Lewiston,PC,33,5,0.36080306185981376,0.2481267638050747,0.9925021689866311,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211557,Scot-Webb Memorial Medical Center,Palmyra,PC,33,4,-0.5920219254460324,0.2481267638050747,-1.0348499941084262,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211564,United Way of Androscoggin County Inc.,Lewiston,PC,38,6,0.36080306185981376,0.2481267638050747,0.9925021689866311,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211565,Waynflete School,Portland,PC,16,2,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211567,Young Mens Christian Association Auburn-Lewiston Maine,Auburn,PC,54,6,-0.1950115140685965,0.2481267638050747,0.2703447576931766,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211568,Young Mens Christian Association of Southern Maine,Portland,PC,50,7,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211569,YWCA of Mount Desert Island,Bar Harbor,PC,27,5,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211570,YWCA Central Maine,Lewiston,PC,18,3,0.36080306185981376,0.2481267638050747,0.9925021689866311,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211777,Abbe Museum,Bar Harbor,PC,11,2,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211781,President and Trustees of Bates College,Lewiston,PC,39,6,0.36080306185981376,0.2481267638050747,0.9925021689866311,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211784,Ketcha Outdoors,Scarborough,PC,15,2,-0.27441359634408363,0.2481267638050747,0.10974242240956418,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211791,Seventy-Five State Street,Portland,PC,25,3,2.901669694675403,0.2481267638050747,2.2318737979032623,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211792,Lewiston-Auburn Childrens Home,Lewiston,PF,30,3,0.36080306185981376,0.2481267638050747,0.9925021689866311,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
10211797,Mount Desert Island Hospital,Bar Harbor,PC,28,4,0.04319473275786506,0.2481267638050747,0.6419475881049745,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False
10211798,Mount Desert Nursing Association,Ne Harbor,PC,32,4,-0.3538156786195708,0.2481267638050747,-0.08020982318848038,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
10211803,Plummer Memorial Hospital,Dexter,PF,25,3,-0.5126198431705452,0.2481267638050747,-0.6124149888838903,0.24538921479044606,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False
